,accuracy,macro_precision,micro_precision,macro_recall,micro_recall,macro_f1,micro_f1,kappa,hamming_loss
0.05,0.8212799999999999,0.7686039327823052,0.8212799999999999,0.8126934233776782,0.8212799999999999,0.7869553852789483,0.8212799999999999,0.7445485175820693,0.17872
0.1,0.84006,0.7924859547449352,0.84006,0.8266719997096866,0.84006,0.80653653367194,0.84006,0.7697594642696443,0.15994000000000003
0.15,0.8466800000000002,0.8033075657591165,0.8466800000000002,0.8280547922745239,0.8466800000000002,0.8126372459325627,0.8466800000000002,0.7779213189601684,0.15332
0.2,0.8543999999999998,0.8150947738268033,0.8543999999999998,0.8342809983566474,0.8543999999999998,0.821936402903607,0.8543999999999998,0.7884083326610303,0.1456
0.25,0.8606200000000002,0.8243008246505904,0.8606200000000002,0.8387976823420813,0.8606200000000002,0.8289660747303645,0.8606200000000002,0.7968333843295199,0.13938000000000003
0.3,0.8663999999999998,0.8342229452354692,0.8663999999999998,0.8415530367714004,0.8663999999999998,0.8352890467422153,0.8663999999999998,0.8043254452408617,0.13359999999999997
0.35,0.8714400000000001,0.8418701629841753,0.8714400000000001,0.847877003246559,0.8714400000000001,0.8423202350771885,0.8714400000000001,0.8116155776687893,0.12855999999999998
0.4,0.8776,0.8531544628501797,0.8776,0.8548245474884291,0.8776,0.8512867306816375,0.8776,0.8203881838837637,0.12240000000000001
0.45,0.8979400000000001,0.885298874900181,0.8979400000000001,0.8797187390584524,0.8979400000000001,0.8802018769226236,0.8979400000000001,0.8495704880546177,0.10206000000000003
0.5,0.8965400000000001,0.8832211814339128,0.8965400000000001,0.8774163415100971,0.8965400000000001,0.8780562547220266,0.8965400000000002,0.8475841521816797,0.10346000000000004
0.55,0.9025,0.8905040762771951,0.9025,0.8840387096415977,0.9025,0.8849877501078839,0.9025,0.8562823929215431,0.09750000000000002
0.6,0.9165000000000001,0.9053042836325358,0.9165000000000001,0.9051609814866608,0.9165000000000001,0.9033560230964132,0.9165000000000001,0.8774126278397233,0.08349999999999999
0.65,0.9219600000000002,0.9098332256304676,0.9219600000000002,0.9121762402330549,0.9219600000000002,0.9092377091238663,0.9219600000000002,0.8856201456096424,0.07804
0.7,0.9226199999999998,0.9105243425391426,0.9226199999999998,0.911749666761073,0.9226199999999998,0.9094815212931547,0.9226199999999998,0.8864858523162394,0.07737999999999999
0.75,0.9216200000000001,0.9105167210091976,0.9216200000000001,0.9112087685193173,0.9216200000000001,0.909086053454,0.9216200000000001,0.8850161883784409,0.07838
0.8,0.9227799999999998,0.9115380515176353,0.9227799999999998,0.9125438187622744,0.9227799999999998,0.9102936169260859,0.9227799999999998,0.8867420723853635,0.07721999999999998
0.85,0.93038,0.9230639707380359,0.93038,0.9187356822782565,0.93038,0.9194128071341879,0.93038,0.8975434376308327,0.06962
0.9,0.9452000000000003,0.9428326059787225,0.9452000000000003,0.9327164783602124,0.9452000000000003,0.9372333893096031,0.9452000000000003,0.919164142115267,0.0548
0.95,0.9446200000000001,0.9427051760636266,0.9446200000000001,0.9324759295158545,0.9446200000000001,0.9369838521418727,0.9446200000000001,0.9183118614641893,0.05538000000000001
1.0,0.94312,0.9408185191065422,0.94312,0.93082843031311,0.94312,0.9352305462548018,0.94312,0.9161084887981218,0.05688
